"camera","id","secret","server","farm","exposure","aperture","iso","date-taken","focal-length","color","daily-project-active","color2"
"Nikon D5000","6245502893","24f35094fc","6179","7","1/80","5.6","200","2011:10:14 17:27:45","null","#0e7bb4","third","#225678"
"Nikon D5000","6245502365","3cbbe7f365","6215","7","1/40","null","640","2011:10:13 19:45:26","null","#ea9920","third","#1e1108"
"Nikon D5000","6229984110","03890f8f6a","6216","7","1/200","5","400","2011:10:09 16:13:45","null","#c08420","third","#160f0a"
"Nikon D5000","6245503861","6ef03e2b68","6230","7","1/20/2017","null","640","2011:10:12 20:10:43","null","#eebc0c","third","#20240a"
"Nikon D5000","6229465771","d1f2a5b1ef","6227","7","1/20/2017","5","800","2011:10:08 16:39:18","null","#2c86ae","third","#beb4a8"
"Nikon D5000","6236381017","e215df7435","6226","7","1/20/2017","null","640","2011:10:11 20:16:40","null","#94b848","third","#111111"
"Nikon D5000","6222618276","a3e6662df1","6153","7","1/5/2017","5.6","400","2011:10:05 22:32:58","null","#403cbc","third","#f6f6f6"
"Nikon D5000","6233469409","120d8d613a","6058","7","1/20/2017","null","640","2011:10:10 17:55:52","null","#ac081c","third","#242323"
"Nikon D5000","6222619626","d9ae1da810","6234","7","1/40","5.6","800","2011:10:06 16:19:07","null","#d4a43c","third","#393b34"
"Nikon D5000","6212049505","44e5826ef3","6106","7","1/125","3.5","320","2011:10:03 22:29:26","null","#44c0c4","third","#0c0c0c"
"Nikon D5000","6184528826","7dd8fae704","6178","7","1/320","null","400","2011:09:25 20:46:45","null","#468124","third","#b1a69d"
"Nikon D5000","6212050871","50b0393252","6174","7","1/250","10","320","2011:10:04 12:24:23","null","#cd720c","third","#c0cfd7"
"Nikon D5000","6187914672","259c256da9","6170","7","1/50","8","400","2011:09:26 18:05:05","null","#8f5212","third","#b39c81"
"Nikon D5000","6194454906","ac68c974e8","6121","7","1/60","5","400","2011:09:28 17:37:27","null","#cc5c44","third","#2c2f24"
"Nikon D5000","6176632847","111a5a203b","6165","7","1/1/1000","null","400","2011:09:23 12:44:53","null","#138adb","third","#d0c8b6"
"Nikon D5000","6180224888","dc4f8e7bee","6171","7","1/125","null","400","2011:09:24 12:53:11","null","#bc4406","third","#cda17c"
"Nikon D5000","6197228182","54977d2e20","6136","7","1/25/2017","null","800","2011:09:29 16:35:12","null","#f4a404","third","#331811"
"Nikon D5000","6200102202","3c7f5a88ae","6003","7","1/125","null","400","2011:09:30 06:33:12","null","#7f4c1a","third","#c3a68e"
"Nikon D5000","6174085898","2a1a89ae32","6157","7","1/1/1600","null","400","2011:09:22 12:42:23","null","#b044b4","third","#131313"
"Nikon D5000","6191517568","995190ab21","6152","7","1/200","5","100","2011:09:27 11:50:50","null","#bbab3c","third","#282d20"
"Nikon D5000","6201596673","2bae6c7370","6134","7","1/25/2017","2.5","250","2011:10:01 14:32:28","null","#c37505","third","#0d100c"
"Nikon D5000","6174082972","d0972a8d76","6162","7","1/1/1600","null","400","2011:09:22 12:42:07","null","#a854d0","third","#dfdfdf"
"Nikon D5000","6171640116","bf4957a774","6163","7","1/60","null","800","2011:09:21 19:03:11","null","#30b83c","third","#aeaaa6"
"Nikon D5000","6149348120","a891fa5046","6191","7","1/1/2000","null","800","2011:09:14 16:57:52","null","#d1a56f","third","#decdb7"
"Nikon D5000","6154945406","5f6ff204fc","6181","7","1/200","3.5","200","2011:09:16 17:55:53","null","#9d6e26","third","#0b0907"
"Nikon D5000","6142590939","e6a1542453","6081","7","1/30/2017","3.5","400","2011:09:12 18:13:40","null","#2c8cc4","third","#130f0f"
"Nikon D5000","6161482949","a3c31306fc","6069","7","1/15/2017","3.5","400","2011:09:18 20:40:49","null","#c0750c","third","#dda66a"
"Nikon D5000","6146562952","6933c8799a","6197","7","1/13/2017","5.6","800","2011:09:13 15:50:43","null","#c98328","third","#200f09"
"Nikon D5000","6157410193","e7274e63fa","6061","7","1/50","1.8","400","2011:09:17 21:09:18","null","#b26a4c","third","#161517"
"Nikon D5000","6151726017","911da1c6c8","6176","7","1/100","1.8","200","2011:09:15 15:29:18","null","#f80a6e","third","#592735"
"Nikon D5000","6139835814","58078b2a51","6074","7","1/60","5","400","2011:09:11 22:04:03","null","#44b4b8","third","#b2b2b2"
"Nikon D5000","6168067729","7a46a86cb9","6163","7","1/30/2017","null","400","2011:09:20 18:31:08","null","#d1982c","third","#322415"
"Nikon D5000","6132363264","c15a1f9737","6175","7","1/1/1600","1.8","400","2011:09:09 17:46:03","null","#b4643c","third","#d0bdae"
"Nikon D5000","6166693277","f52925c3f2","6170","7","1/6/2017","3.8","1600","2011:09:10 18:48:05","null","#b47f34","third","#c1a385"
"Nikon D5000","6134801021","5647e28fb0","6165","7","1/20/2017","3.5","1600","2011:09:10 19:19:06","null","#b440b8","third","#b5b5b5"
"Nikon D5000","6119762396","9ca0aa2468","6197","7","1/40","1.8","400","2011:09:05 19:27:25","null","#8844c0","","#e3e3e3"
"Nikon D5000","6080524327","f38e8c8d04","6073","7","1/800","1.8","100","2011:08:22 16:06:44","null","#b040b4","","#ababab"
"Nikon D5000","6058616414","4e481ef214","6204","7","1/100","2.5","400","2011:08:17 19:26:38","null","#c49154","","#dac9c4"
"Nikon D5000","6166689601","181991977a","6155","7","1/1/1250","2.8","800","2011:09:09 17:00:46","null","#ecdc34","third","#dbc99c"
"Nikon D5000","6131816755","451f221a69","6188","7","1/100","1.8","400","2011:09:09 18:35:48","null","#c25a12","third","#ccc1b1"
"Nikon D5000","6058067817","4e6f2f387a","6208","7","1/100","1.8","400","2011:08:17 18:19:55","null","#b78356","","#c9916e"
"Nikon D5000","5999707822","069e5de84a","6005","7","1/40","1.8","400","2011:07:30 19:14:08","null","#c4d11c","","#cfac7f"
"Nikon D5000","5999680922","d04bb0825e","6145","7","1/400","null","800","2011:07:30 18:52:53","null","#a8a428","","#1e1e1e"
"Nikon D5000","5999158981","f9573ba07d","6009","7","1/200","null","640","2011:07:30 15:49:57","null","#84642c","","#e3e2e0"
"Nikon D5000","5999134775","87b4e44dc9","6026","7","1/160","null","400","2011:07:30 18:58:35","null","#4ca82c","","#191919"
"Nikon D5000","5999144761","2f14010d01","6141","7","1/400","13","640","2011:07:30 15:21:59","null","#dc227f","","#e1e1e1"
"Nikon D5000","5999674490","5ab942fdc5","6020","7","1/60","null","640","2011:07:30 16:35:56","null","#af8f4f","","#d7d5cc"
"Nikon D5000","5999685404","936dd05a5f","6139","7","1/400","null","640","2011:07:30 16:01:58","null","#bd7c05","","#f4f0ef"
"Nikon D5000","5999128435","9d50a55c22","6129","7","1/200","null","800","2011:07:30 18:10:45","null","#e69524","","#242513"
"Nikon D5000","5999140377","ec994423a3","6021","7","1/1/4000","null","640","2011:07:30 15:44:42","null","#3b83a4","","#ecbf90"
"Nikon D5000","5999683720","4d1e264d55","6135","7","1/1/2500","null","640","2011:07:30 15:16:49","null","#b4b034","","#dadada"
"Nikon D5000","5953085555","fffa27dbfa","6132","7","1/10/2017","6.3","400","2011:07:17 11:01:21","null","#789618","","#718844"
"Nikon D5000","5953084669","673a227673","6029","7","1/400","11","400","2011:07:17 10:42:08","null","#24c4e4","","#1b2c30"
"Nikon D5000","5953638206","e0bce1710e","6005","7","20","4","400","2011:07:17 01:28:01","null","#2886d6","","#ccd4d9"
"Nikon D5000","5953637086","57fc72ced8","6149","7","1/80","1.8","800","2011:07:16 19:56:06","null","#ee7140","","#130d10"
"Nikon D5000","5953082657","3d4eca43b2","6134","7","1/60","null","400","2011:07:17 09:41:48","null","#db8839","","#1e251d"
"Nikon D5000","5999143599","fab51bec54","6134","7","1/1/2000","null","640","2011:07:30 15:21:05","null","#1f74df","","#151517"
"Nikon D5000","5953637562","f9b7bf1158","6003","7","1/160","1.8","800","2011:07:16 20:00:58","null","#e46c12","","#bc5d11"
"Nikon D5000","5999132471","4a2a56d170","6011","7","1/1/3200","null","640","2011:07:30 14:40:50","null","#ca893d","","#d9d1c6"
"Nikon D5000","5999130679","0b39b535a3","6150","7","1/1/3200","null","640","2011:07:30 14:39:13","null","#bc8c34","","#e1d4ba"
"Nikon D5000","5953636172","bd72f51604","6027","7","1/200","2.2","200","2011:07:16 18:21:18","null","#8844bc","","#d6d6d6"
"Nikon D5000","5953633820","c42b82933b","6121","7","1/1/1600","1.8","200","2011:07:16 16:07:03","null","#a42828","","#1f1e1d"
"Nikon D5000","5953627002","554ef29417","6121","7","1/640","7.1","200","2011:07:16 14:49:39","null","#b4b038","","#4b4b4b"
"Nikon D5000","5953077905","30e5c25201","6001","7","1/400","8","200","2011:07:16 17:57:05","null","#9c982c","","#0e0e0e"
"Nikon D5000","5953074187","747ec19c41","6141","7","1/200","7.1","200","2011:07:16 15:22:37","null","#58d4d8","","#d4d4d4"
"Nikon D5000","5953635554","4b631be9b8","6014","7","1/1/1250","3.2","200","2011:07:16 18:13:58","null","#ca0e3c","","#40382c"
"Nikon D5000","5953071355","8187823fc0","6030","7","1/125","null","200","2011:07:16 15:10:58","null","#d15230","","#2d291e"
"Nikon D5000","5953072111","7198f46dbc","6132","7","1/640","5","200","2011:07:16 15:16:39","null","#c17540","","#292c21"
"Nikon D5000","5953634954","d493295775","6016","7","1/500","3.5","200","2011:07:16 18:03:13","null","#b67e4b","","#332f2b"
"Nikon D5000","5953631462","ac64e34ba6","6144","7","1/1/1600","1.8","200","2011:07:16 15:34:01","null","#58ccd0","","#cecece"
"Nikon D5000","5953626366","982f154242","6018","7","1/1/1600","5","200","2011:07:16 14:47:32","null","#b4745c","","#594e59"
"Nikon D5000","5876090148","0bebca7b52","3121","4","1/125","22","200","2011:06:19 16:57:09","null","#c470c4","","#373330"
"Nikon D5000","5953069149","f591ae064e","6149","7","1/1/4000","1.8","400","2011:07:16 14:15:06","null","#f03a09","","#302c19"
"Nikon D5000","5875530585","51a04b354d","5303","6","1/1/1600","4","200","2011:06:24 19:21:16","null","#f0d030","","#f6f0ea"
"Nikon D5000","5875530337","9fe44cee7b","5039","6","1/1/1600","4","200","2011:06:24 19:22:01","null","#4870b6","","#f9f8f3"
"Nikon D5000","5876090426","f95ce36819","5036","6","1/800","null","200","2011:06:24 19:28:29","null","#cc9a58","","#f3ece5"
"Nikon D5000","5895076070","2ee146a482","5320","6","1/160","null","400","2011:07:01 18:19:51","null","#227fb6","","#1c1e15"
"Nikon D5000","5953625116","ee909e74f1","6005","7","1/1/4000","2.5","400","2011:07:16 14:02:17","null","#d44494","","#3d2d21"
"Nikon D5000","5895080308","d251ed66b4","6047","7","1/100","null","400","2011:07:01 17:45:41","null","#a050cc","","#f2f1f1"
"Nikon D5000","5953068187","002027c77d","6126","7","1/1/4000","1.8","400","2011:07:16 13:57:56","null","#e9323e","","#433d3c"
"Nikon D5000","5876089778","f095419f4e","5144","6","1/640","null","200","2011:06:19 16:43:12","null","#b49414","","#8c817a"
"Nikon D5000","5857556639","9ff1496b47","3045","4","1/800","null","200","2011:06:19 16:48:00","null","#a4a030","","#1c1c1c"
"Nikon D5000","5858108238","740f3814c3","3263","4","1/800","null","200","2011:06:19 16:45:48","null","#ef9d34","","#4e2c14"
"Nikon D5000","5858109486","0c3d7b6f9d","5141","6","1/125","22","200","2011:06:19 16:56:26","null","#5cb434","","#d7d7d7"
"Nikon D5000","5858108408","d11bcb7335","3246","4","1/1/4000","5","200","2011:06:19 16:53:28","null","#49de05","","#27690f"
"Nikon D5000","5780369414","80b10344f2","2501","3","1/40","null","200","2011:05:29 19:13:01","null","#cb9038","","#2b2317"
"Nikon D5000","5858108058","23886998dd","2782","3","1/200","null","800","2011:06:19 14:20:58","null","#a81a20","","#e0ceaa"
"Nikon D5000","5779823241","d9e4efbe45","2609","3","1/320","null","200","2011:05:29 19:03:57","null","#fccc44","","#d5d1c7"
"Nikon D5000","5819338535","6514d4f6b2","3399","4","1/800","2","800","2011:06:10 17:09:23","null","#e97b0e","","#403514"
"Nikon D5000","5792109309","14896d9549","2616","3","0.5","8","400","2011:06:02 19:22:26","null","#d0a119","","#101315"
"Nikon D5000","5780370264","21fd99c58f","5022","6","1/100","null","200","2011:05:29 15:22:40","null","#c18e3d","","#31352c"
"Nikon D5000","5779826183","c20368d761","2231","3","1/500","11","200","2011:05:29 16:57:47","null","#c18a39","","#1b1c1c"
"Nikon D5000","5704653349","8246d7d2a1","3379","4","1/125","1.8","400","2011:05:08 16:11:02","null","#dba151","","#322e2a"
"Nikon D5000","5779823615","f4ce6f0217","2561","3","1/100","null","200","2011:05:29 17:26:37","null","#58d4d8","","#e2e2e2"
"Nikon D5000","5787971232","c1898d28ab","5187","6","1/125","null","200","2011:05:29 19:02:01","null","#d99e05","","#e4eaee"
"Nikon D5000","5704653873","e0d5ca7a4a","3206","4","1/60","null","400","2011:05:08 16:36:01","null","#e43909","","#19370b"
"Nikon D5000","5779824195","89d68a4cce","5268","6","1/320","null","200","2011:05:29 13:19:33","null","#b2744a","","#212624"
"Nikon D5000","5787414371","6ff55fdbe7","5185","6","1/1/1250","null","200","2011:05:29 15:41:33","null","#c2ac4e","","#6c3e1a"
"Nikon D5000","5779826347","c0a2f7f691","2604","3","1/80","null","200","2011:05:29 17:42:29","null","#ac7c34","","#ded1ab"
"Nikon D5000","5779825551","36f7f87c6e","2764","3","1/400","null","200","2011:05:29 17:45:44","null","#1274bf","","#3c3d39"
"Nikon D5000","5705220880","08a37cf1b4","2543","3","1/40","4.5","400","2011:05:08 16:04:18","null","#dab961","","#3e382f"
"Nikon D5000","5688609579","954f31c212","5028","6","1/1/1250","1.8","400","2011:05:04 18:23:34","null","#da9b12","","#794728"
"Nikon D5000","5633645371","fe403c68bd","5146","6","1/320","null","200","2011:04:16 11:34:13","null","#b4b925","","#19170b"
"Nikon D5000","5705222236","b83a612481","3169","4","1/30/2017","5","400","2011:05:08 14:54:09","null","#d24a12","","#d4a16c"
"Nikon D5000","5705221420","19fc7991b6","3647","4","1/125","1.8","400","2011:05:08 13:49:47","null","#d47420","","#120f0b"
"Nikon D5000","5704653505","ea7a1238e9","2222","3","1/20/2017","null","400","2011:05:08 14:04:58","null","#b4b034","","#161616"
"Nikon D5000","5588295300","abd98c5c8e","5104","6","1/100","null","800","2011:04:03 12:02:33","null","#b68137","","#292214"
"Nikon D5000","5704655191","b9444f14a8","3177","4","1/160","2.2","400","2011:05:08 16:06:58","null","#d77014","","#491508"
"Nikon D5000","5689181418","58967908ac","5027","6","1/100","null","200","2011:04:23 22:25:27","null","#d68840","","#141110"
"Nikon D5000","5633645951","2ed4dd5707","5183","6","1/1/2000","null","200","2011:04:16 11:58:38","null","#266eac","","#e4dcc7"
"Nikon D5000","5557495207","c045c0650b","5020","6","1/1/1000","null","400","2011:03:23 17:52:03","null","#d0160c","","#35230c"
"Nikon D5000","5558079600","5df97c8249","5172","6","1/1/1000","null","400","2011:03:23 17:54:10","null","#927039","","#704c0d"
"Nikon D5000","5541809416","685058235f","5256","6","1/1/2500","null","400","2011:03:12 13:26:57","null","#b9a162","second","#7a4810"
"Nikon D5000","5541230113","a8836e031a","5134","6","1/1/1250","null","400","2011:03:12 13:29:56","null","#8f6a0e","second","#30140a"
"Nikon D5000","5558080016","3d340cb20a","5254","6","1/80","null","640","2011:03:23 18:12:36","null","#58d0d4","","#cecece"
"Nikon D5000","5541230893","4b1d2989d6","5171","6","1/500","null","400","2011:03:18 15:47:18","null","#dca828","second","#663b0e"
"Nikon D5000","5541811266","12d0f406d7","5255","6","1/320","null","400","2011:03:18 16:24:49","null","#809634","second","#253f36"
"Nikon D5000","5557495373","b7fab155e8","5226","6","1/160","null","400","2011:03:23 17:59:14","null","#48c0c4","","#bebebe"
"Nikon D5000","5541230439","4ba603cdb6","5060","6","1/40","null","400","2011:03:12 14:08:28","null","#f28213","second","#290e05"
"Nikon D5000","5587702799","27ef4571c5","5058","6","1/40","null","800","2011:04:02 20:06:38","null","#cc5434","","#d6c6a3"
"Nikon D5000","5504730507","60494a299f","5300","6","1/30/2017","1.8","400","2011:03:05 19:24:46","null","#f86631","second","#edbc82"
"Nikon D5000","5541227773","abce31c0dd","5139","6","1/200","1.8","400","2011:03:10 16:08:36","null","#c0bc40","second","#1b1b1b"
"Nikon D5000","5484896150","cdeeb56a17","5099","6","1/80","2.5","400","2011:02:27 19:01:05","null","#e1a023","second","#1b2e11"
"Nikon D5000","5541807402","b1efa76e6f","5293","6","1/640","5","400","2011:03:09 15:24:59","null","#a4bc35","second","#939c26"
"Nikon D5000","5490568680","d34341fbf2","5213","6","1/80","1.8","400","2011:03:01 13:18:34","null","#fbc84f","second","#186324"
"Nikon D5000","5504730075","f04d3724e8","5216","6","1/60","1.8","400","2011:03:05 19:08:50","null","#998227","second","#dfe4bb"
"Nikon D5000","5505126169","f46469f246","5173","6","1/40","null","400","2011:03:07 00:22:28","null","#ac3e09","second","#262733"
"Nikon D5000","5541228933","d314a1851b","5132","6","1/20/2017","null","400","2011:03:10 17:58:51","null","#d19a2c","second","#d9d3c7"
"Nikon D5000","5541808116","9c44117d62","5174","6","1/30/2017","null","400","2011:03:10 17:17:40","null","#d8ae10","second","#e4e4ac"
"Nikon D5000","5504730331","198521d958","5216","6","1/25/2017","1.8","400","2011:03:05 19:10:24","null","#d57b0b","second","#1a0f09"
"Nikon D5000","5477260531","80f1db92fa","5175","6","1/30/2017","1.8","400","2011:02:23 17:59:37","null","#0ebe8e","second","#ccb587"
"Nikon D5000","5484300405","7c9ce4fb5b","1434","2","1/10/2017","null","400","2011:02:25 19:23:35","null","#bb640b","second","#120f09"
"Nikon D5000","5457773137","b2a1abb3f6","5217","6","1/25/2017","3.5","400","2011:02:19 03:50:30","null","#0cc23f","second","#ebe7b8"
"Nikon D5000","5477261183","836aed3b17","5255","6","1/250","null","400","2011:02:24 11:48:45","null","#98bc48","second","#e3daca"
"Nikon D5000","5464070823","414099587b","5095","6","1/13/2017","2.5","400","2011:02:21 00:23:20","null","#dc1704","second","#ca1e05"
"Nikon D5000","5477259877","43740c9a51","5132","6","1/1/2500","1.8","400","2011:02:21 21:19:50","null","#e27c56","second","#19100d"
"Nikon D5000","5484895904","dd3036fca6","5212","6","1/80","null","400","2011:02:26 15:22:06","null","#8d5a13","second","#acbd81"
"Nikon D5000","5458317614","f5826fb2c4","5136","6","1/100","2.5","640","2011:02:18 22:50:06","null","#fcd85f","second","#27572d"
"Nikon D5000","5490568578","0c66cd503e","5254","6","1/60","null","400","2011:02:24 12:41:29","null","#d48c44","second","#382614"
"Nikon D5000","5477260297","205db1c9db","5211","6","1/160","5.6","400","2011:02:23 17:50:27","null","#3d8565","second","#dfd6bf"
"Nikon D5000","5444115415","162fa13bd3","5015","6","1/13/2017","1.8","400","2011:02:13 21:40:29","null","#d47c04","second","#b1690c"
"Nikon D5000","5449860879","5af0aea5b0","4094","5","1/20/2017","1.8","400","2011:02:15 22:55:24","null","#d7a145","second","#273e53"
"Nikon D5000","5444716474","d4390e2c3c","5097","6","1/20/2017","1.8","400","2011:02:13 21:26:08","null","#4030a0","second","#c5a783"
"Nikon D5000","5444716380","d069bc8000","5052","6","20","22","400","2011:02:13 22:12:36","null","#995514","second","#c8a991"
"Nikon D5000","5444115227","74c900641f","5140","6","1/20/2017","1.8","400","2011:02:13 21:30:49","null","#8c6e3c","second","#aaa977"
"Nikon D5000","5444115705","29b2af87e5","5179","6","25","22","400","2011:02:13 22:22:03","null","#d44c54","second","#080a0d"
